,text,original_label,normalized_entropy
47,"Update 2: Volkswagen, Workers Renew Wage Talks Wage negotiations between Volkswagen AG and Germany #39;s biggest industrial union broke up without agreement Thursday, but the two sides agreed to hold more talks next week even as the union presses ahead with plans for a flurry of short work stoppages.",Business,4.2378880751299595e-07
48,"Disney, NFL look bad after racy MNF intro Prepared statements were flying like tickertape Tuesday, in the wake of ABC #39;s racy introductory skit on Monday Night Football.",Sports,0.5338386725458703
49,"Fujitsu and Cisco Form Strategic Alliance Fujitsu Limited and Cisco Systems announced a strategic alliance focusing on routers and switches for the Japanese markets. Specifically, the companies agreed to jointly develop high-end routers and will collaborate ",Sci/Tech,3.1781976628886215e-08
50,"AT amp; Wireless unveils messaging-only handheld AT amp;T Wireless on Monday seemed to be trying to turn back the clock on cell phone design trends when it introduced the Ogo, a messaging-only handheld.",Business,8.135652167138193e-07
51,"Burial Site Found Near Ancient Olympia (AP) AP - Archeologists have discovered ancient graves near Ancient Olympia, the hallowed site where the Olympic games were born in 776 B.C., the Culture Ministry said Thursday.",Sci/Tech,5.3917197994145116e-06
52,"Badgers fans hyped about teams undefeated season Never in the University of Wisconsin football programs 115-year history have the Badgers been 10-0. That could happen today in East Lansing, Mich.",Sports,2.7958440720690433e-09
53,Circulation investigation hits Times A wide-reaching federal investigation into newspaper circulation practices has knocked on the door of a fourth New York daily - The New York Times.,Business,0.00025568564327320344
54,"Danes find a bridge to love (Chicago Tribune) Chicago Tribune - The train is sleek and fast that each night carries Christina Reves away from her country and toward her husband. It races through Denmark's scattered marshes and clicks over a bridge and across the water, stopping 35 minutes later in Sweden.",World,9.179001621098807e-08
55,"Rebels return to 'cleared' areas In Fallujah, US forces are going through 50,000 houses one by one. But insurgents are coming back.",World,1.3391162361325874e-11
56,"Update 4: EU Head Office Trims 2005 Growth Forecast The European Union #39;s head office issued a bleak economic report Tuesday, warning that the sharp rise in oil prices will  quot;take its toll quot; on economic growth next year while the euro #39;s renewed climb could threaten crucial exports.",Business,1.612245314469764e-08
57,"Kite festival begins as prelude to 350th anniversary of Taj Agra, Sep 27. (PTI):A kite festival today began on the banks of the Yamuna river behind the Taj Mahal as a prelude to the 350th anniversary celebrations of the world-famous monument opening this evening.",World,9.313969760426795e-10
58,"Militants say 2d US hostage killed BAGHDAD -- An Iraqi extremist group linked to Al Qaeda said yesterday that it had killed a second American hostage, a day after a video recording showed the insurgents beheading another American captive. The group announced the slaying on an Islamist website in a statement laced with threats against the US presence in Iraq.",World,8.870211273072372e-11
59,"Microsoft tweaks volume-licensing program Among other changes, the software giant has established a Web site designed to make it easier to understand what the program's rules are.",Sci/Tech,4.246254688877175e-06
60,"Falcons keep heat on Bulger, RBs He #39;s a cool guy, a borderline lunatic, someone who can jam the hell out of a Strat. He #39;s got a temper that #39;s quicker than Michael Vick and spent some time last week talking football ",Sports,1.3983525792596082e-08
61,"U.S. Warplane Drops Bombs on Fallujah (AP) AP - A U.S. warplane bombed the restive city of Fallujah on Friday, witnesses said.",World,3.367642191516965e-11
62,"Oracle #39;s next fight seen at boardroom LOS ANGLES (CBS.MW) - Following its latest rejection, the next stage in Oracle Corp #39;s battle to buy PeopleSoft is set to begin in a courtroom on Wednesday.",Business,0.0011329363061120601
63,"Iran not plotting Shiite  #39;crescent LONDON, Dec 11 (IranMania) - Iraqi Vice-President Ibrahim al-Jaafari refused to believe in remarks published Friday that Iran was attempting to influence Iraqi polls with the aim of creating a  quot;crescent quot; dominated by Shiites in the region.",World,1.4082251908763164e-10
64,"Brown-Forman Earnings Jump 67 Percent Brown-Forman Corp. , which sells products ranging from Jack Daniels whiskey to Lenox china, on Thursday posted a better-than-expected 67 percent jump in earnings as aggressive marketing boosted sales of premium spirits and new wines.",Business,1.1158676388698117e-07
65,"Boeing Sees EU Agreeing to End Launch Aid  WASHINGTON (Reuters) - A top Boeing Co. official said on  Friday he was optimistic the European Union would agree to end  government aid to develop new aircraft, which has helped its  chief rival Airbus grab more than half of the civil aircraft  market.",Business,2.2711525208183351e-07
66,"Vauxhall Ellesmere Port Workers Facing Lay Offs LONDON, October 19 /PRNewswire/ -- Workers at the Vauxhall plant in Ellesmere Port, Merseyside are facing lay off tomorrow following strike action taken at the Bochum plant in Germany over the job losses announced there last week.",Business,3.084481116505955e-06
67,NAPSTER FOUNDER REVEALS NEW FILE-SHARING PROJECT NAPSTER creator SHAWN FANNING has revealed his plans for a new licensed file-sharing service with an almost unlimited selection of tracks.,Sci/Tech,3.143242571584581e-06
68,"Dodgers' Green to Miss Game on Yom Kippur SAN DIEGO - Los Angeles Dodgers first baseman Shawn Green will definitely sit out at least one game of a weekend series against the San Francisco Giants in observance of Yom Kippur, but will wait until Thursday to make his final decision.    Green said Wednesday there's a possibility he'll sit out both Friday night and Saturday afternoon...",World,1.2467524945304907e-07
69,"VW and unions begin a new round of talks HANNOVER, Germany Senior negotiators from Volkswagen and its main union entered another round of negotiations on Tuesday as they worked to reach a cost-cutting contract and head off the first comprehensive strike at the automaker #39;s factories in western ",Business,2.111749722770234e-06
70,"Indonesian former general heading for massive presidential &lt;b&gt;...&lt;/b&gt; In Indonesia, former general Susilo Bambang Yudhoyono is heading for a massive presidential election victory over incumbent Megawati Sukarnoputri.",World,3.0982057851608876e-11
71,Mauresmo makes waves at Advanta VILLANOVA - The difference between Amelie Mauresmo and Vera Zvonareva in the WTA rankings is less than 10 places. The difference between Mauresmo and Zvonareva on the court is considerably wider.,Sports,5.512388296166606e-09
72,"Google Raises \$1.67 Bln in Cut-Price IPO NEW YORK/SAN FRANCISCO (Reuters) - Google Inc., the most popular Internet search engine, raised \$1.67 billion on Wednesday in its long-awaited IPO after slashing the price and size of an offer beset by missteps and ...",Business,4.868306141477359e-08
73,"Update 3: CEO: Altria Preparing to Break Up Company Tobacco and food giant Altria Group Inc. is moving ahead with preparations to break itself up into two or three businesses, the company #39;s chairman and CEO said Thursday.",Business,3.9552541024382655e-07
74,"Early to rise? Not for UConn  quot;I think the game played out probably the way I thought it would play out, quot; he said.  quot;I can #39;t say that I #39;m really, really that surprised.",Sports,6.1160089654012876e-06
75,"Bengals finish strong BALTIMORE -- First, Carson Palmer tossed the ball all over the field during his finest day in the NFL.",Sports,3.8360358515175714e-09
76,IBM Seeks Settlement of Pension Lawsuit A US District Court Judge ruled last year that Big Blue had violated age-discrimination laws by amending its pension plan in a way that would make older employees accrue retirement benefits at a lower rate than younger workers.,Business,8.294962395024006e-07
77,It's October and It's Time for Playoffs! Curt Schilling and Pedro Martinez are revved up. Roger Clemens and Roy Oswalt are rarin' to go...,World,5.740483801573004e-09
78,"300,000 seek 3,000 dockworker jobs LOS ANGELES  Longshore union and port shipping officials yesterday sifted through 300,000 applications submitted as part of a special lottery for 3,000 lucrative temporary dockworker jobs at the nation #39;s largest port complex. ",Business,0.006500550747483485
79,Former UConn Aide Pleads in Sex Case (AP) AP - The Connecticut assistant men's basketball coach who resigned after being arrested in a prostitution sting agreed Monday to perform 10 days of community service and undergo counseling.,Sports,5.360966634120408e-06
80,"Delta Pilots Vote to Accept 32.5 Percent Pay Cut Pilots at Delta Air Lines overwhelmingly approved a new five-year contract today with \$1 billion in annual concessions sought by the airline, which had threatened to file for bankruptcy if the pilots did not acquiesce.",Business,1.2331994355165455e-05
81,"Congress Speeds Up 9/11 Legislation Vote WASHINGTON - Racing the clock, Senate leaders are applying finishing touches to bipartisan legislation addressing the Sept. 11 commission's recommendations just as House GOP leaders prepare to debate their version, which Democrats call partisan and weak...",World,8.109252269871044e-11
82,Lehmann gives evidence at hearing into Hookes #39; death Darren Lehmann gave evidence Monday at the committal hearing of a man charged in the death of former international cricketer David Hookes.,Sports,4.0329876072969873e-07
83,"Ukraine opposition rally draws hundreds of thousands (AFP) AFP - Tens of thousands of supporters of opposition presidential candidate Viktor Yushchenko took to the streets of Kiev, a week before the poll, to demand free and fair elections in this former Soviet state after a tense campaign marred by incidents.",World,2.47362391917298e-10
84,LEVERKUSEN LEAVE IT LATE Two goals in five minutes rescued a point for Bayer Leverkusen as they staged a late fightback against Nurnburg. Sven Muller opened the scoring for the visitors and a Diego Placente own goal midway through ,Sports,1.7085291789710486e-08
85,HHG gets out of red zone AMP spin-off HHG plc has produced a pound stg. 46 million (\$A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.,Business,1.5932594134871452e-07
86,"NASA Says Spaceport Should Withstand Ivan By MARCIA DUNN     CAPE CANAVERAL, Fla. (AP) -- NASA's hurricane-damaged spaceport should be able to withstand the wind and rain from Ivan if the storm stays well to the west, the Kennedy Space Center's director said Saturday...",Sci/Tech,0.005210758870886012
87,"U.S. Stocks Climb as Crude Falls  NEW YORK (Reuters) - U.S. stocks extended their gains on  Tuesday as oil prices slipped, easing concerns that energy  costs would hurt corporate profits and helped raise hopes for  improvement in the economy.",Business,3.38714192932956e-07
88,Mozilla backtracks in eBay privacy flap The Mozilla Foundation has updated the German-language version of Firefox in a bid to defuse a growing controversy over the way its search toolbar handles private customer data.,Sci/Tech,2.465852998808814e-06
89,"NHLPA Disputes Claims The NHLPA said on Thursday that its 24 percent salary rollback would produce a \$275.5 million profit for teams as opposed to a \$568.5 million loss, as stated by the NHL.",Sports,0.3141930592086612
90,"Cubs Cut Loose Alou, Grudzielanek  CHICAGO (Sports Network) - The Chicago Cubs Thursday  declined to pick up the 2005 options on outfielder Moises Alou  and second baseman Mark Grudzielanek, making the two veterans  free agents.",Sports,1.490941870011065e-09
91,"Now, Yanks are on hot seat All the heat and pressure are on them for a change now, and if they lose the next two games and this playoff series to Boston, we may witness two unique phenomena simultaneously: the reversal of an 84-year-old Curse and George Steinbrenner #39;s head ",Sports,6.634247461466667e-09
92,Video game giants roll out products Nintendo Co. and Sony Corp. made separate product announcements Tuesday that the video game giants hope will attract more customers ahead of the highly competitive holiday shopping season.,Business,0.7822704496380211
93,Friday deadline set for hostages in Afghanistan Militants threatening to kill three foreign hostages in Afghanistan said they would give officials until Friday to meet their demands that the United Nations withdraw from the country and the US release Guantanamo Bay prisoners ,World,1.0071111207683503e-10
94,"Learning to Search for Life on Mars with the Atacama Rover Ames Research Center -- A dedicated team of scientists is spending the next four weeks in northern Chile's Atacama Desert. They are studying the scarce life that exists there and, in the process, helping NASA learn more about how primitive life forms could exist on Mars...",Sci/Tech,7.0495051798781696e-09
95,"McNair, Brown Questionable Injuries again kept Tennessee Titans quarterback Steve McNair and running back Chris Brown out of practice Friday, casting doubt on their availability Sunday against the Cincinnati Bengals.",Sports,2.0649513209979066e-09
96,Briefly: Piracy crackdown yields \$2.2 million roundup Plus: Sun draws Nvidia graphics into Solaris...Tibco scoops up software company...PeopleSoft extends customer assurance.,Sci/Tech,6.371389561109606e-06
97,Sharon #39;s bold move in Gaza Tuesday #39;s vote in the Israeli Knesset in favor of Prime Minister Ariel Sharon #39;s plan for unilateral withdrawal of settlers and soldiers from Gaza was a historic moment in the history of Israel.,World,8.164153830546508e-12
98,"Darfur Mediators Demand Respect of Cease-fire African Union mediators at peace talks for Sudan #39;s Darfur region say there has been an escalation of cease-fire violations during the past three months, and that these must stop before a comprehensive peace accord can be reached.",World,3.6145546425309595e-11
99,"Manugistics Plans Layoffs as Losses Mount Manugistics Group Inc., facing falling revenue and losses that more than doubled in its second quarter, said Thursday it will lay off more than 90 employees by the end of January.",Sci/Tech,3.197449447570921e-08
100,"Mass. exports increase 19 in year Massachusetts exports grew at a record pace in the first nine months of the year, surging 19 percent from the same period the year before, Alliance for the Commonwealth, the research arm of Associated Industries of Massachusetts, reported. Through September, Bay State companies exported \$16.4 billion in goods to overseas markets, keeping them on pace to break the annual export ...",Business,3.819833553999698e-07
101,"Schilling cancels scheduled appearance wih Bush _ Newly minted World Series hero Curt Schilling canceled a scheduled campaign appearance with President Bush on Friday, saying his doctors advised him not to travel because of his injured ankle.",Sports,1.3671276282448944e-05
102,"Experts Warn of Net Flu Vaccine Scam Vaccines for sale online can be dangerous, and sellers could be perpetrating credit card fraud.",Sci/Tech,0.0005958124011648461
103,"Mutombo says he #39;s being traded to Rockets; will back up, mentor &lt;b&gt;...&lt;/b&gt; Dikembe Mutombo, 38, has agreed to a sign-and-trade deal that will send him from the Chicago Bulls to Houston in exchange for Eric Piatkowski, Adrian Griffin and Mike Wilks, the Houston Chronicle reports.",Sports,3.8801876491574265e-09
104,"Report: Russian tycoon Roman Abramovich sells final stake in &lt;b&gt;...&lt;/b&gt; Basic Element, the holding company controlled by aluminum baron Oleg Deripaska, is close to acquiring full control of Russia #39;s biggest aluminum maker, Russian Aluminum, the Interfax news agency reported Friday.",Business,1.4202844529792532e-07
105,"Judge lets US Airways cut workers #39; pay by 21 ALEXANDRIA, Va. - A bankruptcy judge granted US Airways authority yesterday to immediately cut the pay of its union workers by 21 percent through mid-February, saying the airline #39;s situation is so dire that urgent action must be taken.",Business,9.446655502927453e-08
106,Treasuries Trim Gains After GDP Data (Reuters) Reuters - Treasury debt prices trimmed early\gains on Friday after U.S. economic data proved to be not quite\as weak as some bulls had been betting.,Business,5.359826679301106e-07
107,"Cisco expands router offerings with BCN buy Cisco Systems today confirmed that it has signed a definitive agreement to acquire privately held BCN Systems, a Californian networking software design firm.",Sci/Tech,0.00013913648702319103
108,"Grief, Rage in Argentine Protest Over Fatal Fire  BUENOS AIRES, Argentina (Reuters) - Thousands of Argentines  mourning almost 200 young victims of a rock club fire took to  the streets of Buenos Aires on Monday in angry protest over the  government's safety standards, as the city mayor resisted  pressure to resign.",World,1.8783915240704288e-11
109,"Sprint, Nextel herald 'future of communications' Executives from Sprintand Nextel Communicationstook to a stage at the St. Regis Hotel in New York Wednesday to announce a definitive agreement to merge their two companies and create the third largest mobile phone company in the U.S.",Sci/Tech,9.585938821626247e-07
110,"Revlon 3rd-Quarter Loss Widens  CHICAGO (Reuters) - Cosmetics maker Revlon Inc. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=REV.N target=/stocks/quickinfo/fullquote""&gt;REV.N&lt;/A&gt; on  Wednesday said its third-quarter net loss widened on  refinancing costs and declining sales.",Business,4.074612520657299e-08
111,Forum Nokia to streamline content distribution SAN FRANCISCO-Nokia Corp. #39;s development program plans to use CTIA #39;s Wireless IT  amp; Entertainment show to unveil a worldwide initiative designed to make it easier for developers to bring mobile content and applications to market.,Sci/Tech,0.0017075182387752833
112,"iTunes now accepting Paypal payment Today, both Apple and Paypal have announced that the iTunes music store in the US will now accept Paypal purchases for anything on iTunes.",Sci/Tech,2.7926614776860583e-07
113,BBC wants help developing open source video codec &lt;strong&gt;LinuxWorld&lt;/strong&gt; Dirac attack,Sci/Tech,2.1438572124574288e-07
114,New Vote of Confidence in European Parliament Tomorrow The European Parliament (EP) will hold a vote of confidence in the new members of the European Union (EU) Commission led by Jose Manuel Barroso tomorrow.,World,1.7312376187638986e-11
115,Revelations Only Confirm Suspicions About Drugs Only the nave or willfully ignorant seem not to understand that drug use has been widespread for many years in elite sport.,Sports,8.29727895730353e-09
116,Taiwan accuses US of betrayal Taiwan accused the United States of a breach of trust after US Secretary of State Colin Powell in Beijing voiced support for cross-straits reunification.,World,2.7546305948013884e-11
117,Nintendo's innards Wondering what your shiny new Nintendo DS looks like on the inside? Lik Sang saves you the trouble--and voided warranty--with a new online...,Sci/Tech,3.720212822572368e-08
118,Oil Climbing Back Up After Supply Report  LONDON (Reuters) - Oil prices rebounded from seven-week  lows on Wednesday as U.S. heating oil stocks fell for an eighth  straight week ahead of winter.,Business,1.2573208516911298e-07
119,"Anderson makes NHRA history with US Nationals win Greg Anderson has so dominated Pro Stock this season that his championship quest has evolved into a pursuit of NHRA history. By Bob Hesser, Racers Edge Photography.",Sports,4.1202234425929805e-09
120,"AOL Files First Spim Lawsuit Iphtashu Fitz writes  quot;CNet News is reporting that 4 major internet providers - AOL, Earthlink, Microsoft, and Yahoo, have filed another bunch of lawsuits against spammers.",Sci/Tech,0.0018291006234998654
121,"Germany wins bronze ATHENS, Greece - Womens World Cup champion Germany settled for bronze at the Olympics, beating Sweden 1-0 Thursday on Renate Lingors goal and a spectacular game from goalkeeper Silke Rottenberg in her 100th international appearance.",Sports,4.172433194142749e-09
122,"Nortel posts loss of 6 cents per share NEW YORK -- Nortel Networks Corp. reported a loss of 6 cents per share in the third quarter and predicted lower sales for 2004 than in 2003 on Tuesday, providing some of its first concrete figures for the ",Business,5.4899682071384456e-08
123,Chelsea v Porto Defender Wayne Bridge is in contention for Chelsea after missing the weekend win at Middlesbrough due to a knock suffered in the draw against Tottenham.,Sports,2.3264630855307723e-09
124,"Tibetans Say Dalai Lama May Not Return in This Life (Reuters) Reuters - It is 45 years since Tibet's\god-king, the Dalai Lama, fled his homeland on horseback as\Chinese shells rained down on his capital. Many Tibetans do not\expect to see him again, or not in his current incarnation.",World,4.249588505651297e-10
125,US Air Pilots to Vote on Pay-Cut Proposal  WASHINGTON (Reuters) - Bankrupt US Airways took a crucial  step toward securing \$300 million in concessions from its  pilots union late on Tuesday when leaders of the labor group  said they would forward a plan to cut wages and benefits to all  pilots for a vote.,Business,1.7946587620717963e-06
126,"Jury rules 9/11 was two attacks Attaching victory to a string of defeats, a jury yesterday agreed with World Trade Center developer Larry Silverstein #39;s claim that the planes that struck the Twin Towers represented two separate, insurable events.",Business,7.47211348572512e-07
