,text,label
13,deepak chhabra writes dean j falcione posting writes think reason lemieux point season first nongretzky win hart ross since people turned watch play grant star like mario draw fans even team sucks short term still think attendance increase last unless team winningcompetitiveimprovingbuttkicking one pittsburgh still getting better people continued support suddenly dropped say points youd knee surgery people jumping bandwagon disagree mcnall demonstrated gretzky star brings crowds whether team expected well fans real istically expect kings well year although yet still go see gretzky marketing strategy selling game selling stars employed baseball notably nba attitude new bettmanmcnall leadership bringing league gone record stating trying sell game stars timo salami brett hull perfect examples players real fans know arent worth damn yet benificiaries marketingoriented coaching strategies goal totals would indicate casual observer fans nhl wants attract players indeed superstars made transaction try build winner around mario true improvement attendance came started coffey late even playoff bound team doubling attendance occured previous year increase points points going arrival mario lemieux might help think would go fans mind suddenly found interest mario pens gee mario lemieux amazing ill go watch play gee weve got kick ass guy side ill go watch play think latter aint nearly simple casual fan doesnt think much actually find adult digit iq believes mcdonalds makes good hamburgers provide example rocket ismail toronto argonauts cfldid leave dont know much cfl thats case fair enough isnt case im curious hear explanation yes apparently rocket lived marketing responsi bilities hyped initially superstar outside one grey cup game done little maintainenhance assess ment talents argo fans probably feel team would better without cordially always rm roger maynard,rec.sport.hockey
14,article pack rat writes something bothering watching nasa select well shouldnt say bothering maybe wondering would better going launch say sorry forget exactly saying otc plt think clear caution warning memory verify unexpected errors wondering expected error might sorry really dumb question pure speculation would guess cautions based hazardous prelaunch ops would qualify something like caution srbs armed raise interesting question hard pick expected error unexpected error heat moment,sci.space
15,sadist brought vein malarchuk saw happened wanted throw time devastated since thought malarchuk wouldnt survive btw believe picked alcohol problem incident radically change subject caps must nightmares isles overtime playoffs ever beaten islanders playoff ot game lunacy caps sorry team playoffs consistently choke opponents beating losing two ot games row coincidence evidence choke factor keith keller lets go rangers ivy league champs corner lets go quakers weighing almost every weight imaginable life surrounds blues traveler,rec.sport.hockey
16,article david prutchi writes article jerry long writes fred w culpepper wrote couple years ago put together tesla circuit published electronics magazine could circuit referred one used flyback transformer tv onto wound primary windings also used power transistors years ago built volt tesla thing spectacular besides scaringamazing friends depending knowledge science generating strong emi never found anything useful could done realworld application tesla coils today david prutchi first realize tesla invented ac power generators motors transformers conductors etc technically transformers tesla coils general though someone refers tesla coil mean air core resonant transformer tv flyback version tesla coil see encyclopediaofelectroniccircuits v diagram air core class circuit called oscillating shuttle circuit osc generally oscs highly efficient version uses transistors resistors lossy devices typically tesla used active reactances instead passive resistors could achieve efficiencies better usual application aircore resonant transformer osc produce strong emi wireless broadcasts well think computer screen would work removed hf hv tesla flyback coil remove homes industries tesla coils lights would go dark cars would sputter die radios would go silent industries would grind halt would go back using coal heat gas lamps horses transportation steam power telegraph communication real world enough get message would convieniences today tesla give credit credit due edison wed still th century flame peril im good putting edison et tesla years ahead time perhaps time comes,sci.electronics
17,disaster finland beaten czech finland th pool b certainly meet canada quarter final wednesday th lack scoring skills major problem team finland throughout tournament briza goalie mvp czech team tikkanen mvp finnish team jarkko,rec.sport.hockey
18,article thomas parsli writes im saying ban guns take away responsible owners gun control laws end politicians never manage get handle obtain arms illegally laws ever restrict people obtain legally karen mcnutt local attorney states two million licensed gun owners massachusetts past year number licensed gun owners involved gun crimes something like six yet large number gun crimes state last year passing laws restricting people already obeying laws pay dividents im saing guns treated respect owners sellers legislators far ive seen treated least respect legislators believe guns problem many countries crime rates would fell restricted see call argument religion believe dont believe necessary take faith go look history countries passed gun restrictions pay particular attention whether violent crime higher restrictions lower dont look violent gun crimes thats begging question may surprised crimes done guns stopped accidents also stopped reduced minimum would consider lifting gun control absolutely backwards crime stopped presence strict gun control way would consider lifting however gun control made absolutely improvement violent crime rate thats would lifted think far none stats show improvement likevise caraccidents fell minimum europe probably people know would demand easier driverstests ca hours today really think drivers tests indication propensity accidents ive never known anybody stupid enough take driving test drunk night two fighting kids back seat hot cup coffee lap putting makeup reading newspaper talking cellular phone thats theyre accidents words legislation neccacery anything positive effect ever necessary one gunmonth case virginia thinking reactions proposal loud screeming civil rights amendment didnt help winnie poh want peace weapons winnie yes please im sorry dont remember story winnie pooh offered weapons believe speak company write today special investors packet,talk.politics.guns
19,article david sternlight writes brad yearwood posts long response issue registering phoneclipper relationship doesnt wash recall law enforcement gets court order tap suspects phone calls nowfigure lines tap record stuff clipper read law enforcement block extract serial number get keys using court order new difficulties using someone elses phone instrument phone line introduced wouldnt existed absent clipper crooks going use pay phone say could done without clipper government figures theyre listen clipper conversation get serial number keys crooks use innocent persons clipper phone tapped line theres problem feds dont care whose phone instrument used conversation suspect tapped line get serial number get keys business clipper chip person association ever needed david david sternlight great care taken ensure accuracy information errors omissions excepted,sci.crypt
20,must correct following previous posting trying objective must also recognise gospels independent sources contrary share much material bit careful gospels tell us events usually use wordings textual analyses show matthew luke probably common source may influenced mark petri petri pihko kempmp mathematics truth pihatie c finououlufi physics rule sf oulu kempmp game finland phoenixoulufi chemistry game,talk.religion.misc
21,would appreciate thoughts makes planet habitable humans making asumptions life similar atmosphere evolve given range physical aspects planet question physical aspects simply disallow earth like conditions good question major blind spots understanding makes earth habitable example earths atmosphere concentration oxygen naive answer photosynthesis clearly incomplete photosynthesis cant make atmosphere oxygenated oxygen produced consumed plants decay eaten needed photosynthesis plus mechanism sequester fraction resulting reduced material earth mechanism burial seafloor sediments organic matter mostly oceanic sources however burial requires continental sediments deep ocean burial rate slow material consumed sequestered suggests planet without large oceans planet without continents undergoing weathering hard time accumulating oxygen atmosphere particular allocean planet may hard time supporting oxygen atmosphere also problem oxygen earths atmosphere relatively stable geological time period least orders magnitude longer decay time atmospheric weathering absence replenishment convincing feedback mechanism identified perhaps reason weak anthropic principle last myr oxygen level dropped low wouldnt wondering paul f dietz,sci.space
22,men get yeast infections spread kind symptoms ent doctor told uncommon wife get vaginal yeast infection husband takes antibiotics fact recently happened wife explanation antibiotics kill yeasts competition thrive increased yeast around penis spread infection intercourse ceclor days wife got yeast jay keller,sci.med
23,article dave gauge writes free reign design instrument cluster gauges would choose beyond basic set oil pressure oil temperature coolant temperature manifold vacuum ammeter voltmeter fuel pressure maybe problematic since either need electronic sensorgauge pair mount damn thing outside car addition itd nice big red idiot light check guages connected oil pressure oil temp coolant temp ammeter voltmeter heaps guages hard look time case oil pressure example want know right away oil pump goes bad unlike coolant temperature minute two oil pressure would bad thingtm adam adam g uunetmcrwareadamg construed way official unofficial statements microware microware employees,rec.autos
24,article godada shi writes article ram vikash tiwary writes parties back negotiating table stakes see indeed high future stability region perhaps world balance israel continues refuse talk plo labelling terrorist organisation window opportunity peace narrowing day present talks allowed deadlock without agreement long term lasting peace taken account interest involved chances peace indeed receed plo decision rejoin talks staked reputation success talks longer talks continue started half years ago without tangible progress plo support territories erode land peace agreement reached real soon chances comprehensive peace treaty good arabs recognise israels right exist inside secure borders isreal would turn recognise legitimate right palestinians self deternimation statehood peace guarantee air tight treaties region hope dwell economic social well population rather prepare next war ram vikash tiwary see right position influence enjoyed parties favoring negotiation process tenuous best local elections hebron plo expected win perhaps adding bit flagging position legitimacy eyes palestinians middle east disrupted hamas actions overtly directed towards undermining west bank elections present ruling israeli labor coalition seems one rather thin political ice palestinian delegation reduced three protest israel lack seriousness talks refusal reverse deportations immediately hopefully however parties begin learn fact negotiations taking place mean giving anything away side wasis favorite argument rejectionists lets hope discusion inevitable disagreement major issues leads time agreement smaller interim phase whatever term prefer steps taken tim clock phdgraduate student uci tel department politics society fax university california irvine home tel irvine ca,talk.politics.mideast
25,article dariuslecointe wrote repeat position worshipping sunday never sin child attended services saturday sundayat sda church pentecostal church across street might even go baptist church next week worship god every day every christian even prove christians meet sunday cant never prove violation sabbath sin longer prove violation sunday sin cannot use sabbath commandment purpose online bible cd dont cdrom system time cant search famous cite jesus explicitly states didnt want break existing jewish laws words technically speaking christians use saturday sunday holy day want conform teachings jesus cheers kent alink ksand private activities net,talk.religion.misc
26,would like see serious discussion best way install windows novell administrators point view got phone ms access support told microsoft decided implement standard software support local setup described advantageous installation true microsoft deems prudent installation comply id like hear administrators first local windows installation windows fully installed workstation hard drive assuming resources available network administrators implementation heshe would install windows disks network drive using setupa install windows permachine bases running setup network install complete system local drives way drivers available setup procedure wo need change disks advantages reduce traffic running windows locally reduces network traffic due local access main windows files network independence network fails one point another local installation would allow users keep producing reduce cost downtime faster windows theoretically windows run faster local hard drive network may hard point prove network optical backbone andor network drives significantly faster access local ones user traveling machine machine need worry varying setups monochrome color types mouse etc since windows installation assigned workstation disadvantages cost installing windows locally requires significant amount disk space workstations must purchased hard disk increase cost workstation percent administration local windows installations difficult administer new drivers peripherals constantly made available would individually installed workstation security users access erase corrupt system files simple ignorance could result quite headache administrators may constantly repair damaged installations backup know problems backing local hard disks backup sets done via centralized tape system get large quickly backup individually floppy may happen may eliminated assumed local hard disks contain replaceable applications user data shared windows installation windows fully installed network disk via setupa procedure described users administrators install minimal set files individual user directories directories may local hard disk perhaps network home directory bulk windows system files maintained network single directory files accessed shared asneeded users throughout windows session users files consist small set files user updated hisher windows session include group files ini files regularly updated files advantages single location files makes updates drives easy updated driver becomes available needs installed single directory users able take advantage assuming users files maintained network home directories administrator easily edit ini file asneeded correct problems may arise includes winini systemini backup pertinent files done easily even users files local hard disk bulk windows system backed driver updates disadvantages network traffic since windows files shared network directory traffic network become problem effect speed windows network crashes production comes stop since windows reliant upon network files loss data usually occurs well since users working windows time crash usually able save work although minimal disk space still consideration users files maintained network large number users cause significant utilization disk space due personal windows files alone users cannot easily move machine machine unless workstation hardware similar due windows installation tied particular username case network user files discussion would like know administrators large windows userbase prefer setting windows personally setup numerous installations using shared setup windows application files network little utilization local hard disks fact sold network fact company would longer need purchase hard disks workstations thus save much money would also like see recommendations applications apps word andor excel installed locally regardless windows installed keep files network easy backup administration putting eggs one basket network crashes work comes halt sure microsoft know ideas insights would great value hope hear people actual working experience users network administration,comp.os.ms-windows.misc
27,using glx widget athena widgets mixedmodel application dwm dialog gets popped text entry field focus aimilar code works perfectly use pure x mixedmodel relevant portion code int n arg wargs widget button popupshell dialog initialize toplevel n xtsetargwargsn xtnlabel foo n button xtcreatemanagedwidgetfoobtn commandwidgetclass toplevel wargs n popupshell xtcreatepopupshellpupshell overrideshellwidgetclass button null xtaddcallbackpopupshell xtncallback mypopup xtpointerpopupshell n xtsetargwargsn xtnvalue n dialog xtcreatemanagedwidgetthedialog dialogwidgetclass popupshell wargs n void mypopupw popupshell calldata widget w widget popupshell xtpointer calldata xtpopuppopupshell xtgrabexclusive way found give focus text field move application window around little bit place right behind popup pointers would greatly appreciated,comp.windows.x
28,hi netlanders anybody know something like macintosh hypercard unix platform thanks advance ron,comp.windows.x
29,article brad hernlem writes lebanese resistance forces detonated bomb israeli occupation patrol lebanese territory two days ago three soldiers killed two wounded retaliation israeli israelibacked forces wounded civilians bombarding several lebanese villages ironically israeli government justifies occupation lebanon claiming necessary prevent bombardments israeli villages congratulations brave men lebanese resistance every israeli son place grave underlining moral bankruptcy israels occupation drawing attention israeli governments policy reckless disregard civilian life brad hernlem nice three people murdered bradly overjoyed hear deaths middle east jewish arab deaths feel sadness hope soon stops apparently view point acceptable people like bradly hernlem disgust harry,talk.politics.mideast
30,hi wondering anyone would able help twwo related subjects currently learning amfm receivers recieving circuits understand lot things things confused abuot first mixer mix rf local oscillator frequencies make anyone cicruit diagrams simple possible kind mixer come across mcsbl mixer chip able find catalogs activeetc along note simple fm receiver circuits anyone may stashed away somewhere couold let see ps really good books amfm theory along detailed electrical diagrams would help lot seen lot theory books circuits lot circuit books theory one without help thanks mark musone,sci.electronics
31,even interesting smtp server csrcncslnistgov longer recognizes expn vrfy commands telnet csrcncslnistgov smtp trying connected csrcncslnistgov escape character firstorg sendmail nist ready tue apr edt expn clipper command unrecognized seems like sombody didnt like snooping around marc mine dozen people probably idea rush shut imply names list heavyduty spooks g,sci.crypt
32,article jorg klinger writes beleive called dentabox frame nothing putty paint wont fix someone riding gsxr gutsy,rec.motorcycles
33,subject says im wondering anyone net experiences cornell computer systems california checking ad computer shopper seem good balance service price hardware question reliable email responses would appreciated thanks adam,comp.sys.ibm.pc.hardware
34,article paul bartholomew writes article andrew klossner wrote lpt com disk controller call devices devices requires exclusive interrupt ownership eg disk controller keyboard also devices require exclusive ownership ie share interrupt another device eg lpt standard isa bus one almost nonlaptop pcs use two separate interface cards cannot share interrupt due screwup bus design example soundblaster wants drive interrupt number must hold certain bus wire times depending whether wants interrupt precludes letting another card assert interrupt number two devices isa bus pc share interrupt theyre implemented single card interesting would care explain soundblaster pro card printer card sharing irq successfully assure set irq problem computer dtk ibm clone simple first andrew correct although see might confusion indeed possible two cards configured use interrupt share interrupt sense possible cards active time example time short free interrupts tape controller floppy tape needed one irq irq old tape drive solution use irq also used com modem reasoned would never using modem tape simultaneously kermit runs installs interrupt handler irq uses serial port tape drive generate interrupt kermit would clue withfor tape controller since tape controller would serviced would likely hang likewise tape backup software runs installs interrupt handler irq handler wont anything serial port dos printing interruptdriven instead bios polls status parallel port determine another byte may sent thats sound card lpt configured use irq try nt see far youll get kenneth r ballou voice oberon software inc fax one memorial drive cambridge internet views opinions expressed necessarily reflect employer,comp.sys.ibm.pc.hardware
35,directory pd msdossysutl filename type length date description clkdev zip b keep dos time synch battery clock chip index files wsmrsimtel armymil msdos collection available two formats directory pd msdosfiledocs filename type description simibmzip b commadelim list msdos files wdescrip simlistzip b text format list msdos files wdescrip files updated every days see aaareadme directory details simtel allows nine anonymous ftp logins weekday prime time pm mountain time gmt otherwise simtel files also available anonymous ftp mirror sites oakoaklandedu wuarchivewustledu archiveorstedu ftpuunet nicfunetfi srcdocicacuk nicswitchch archieau nctucccaedutw email bitnetearn file servers uucp uunets gotsrcs see uunet file uunetinfoarchivehelp details oakoaklandedu primary mirror site wsmrsimtel armymil mirrors except wuarchive listserv trickle servers get simtel files oak instead simtel much faster allows simultaneous ftp connections oak always sync simtel maintain addition duties simtel run oaks mirror program whenever new files added simtel oneway moderated mailing list used internet msdos archive managers announce new additions collections announcements posted mailing list also posted usenet newsgroup comparchivesmsdosannounce host usenet news please subscribe msdosann add mailing list send email command body message subscribe msdosann subscribe something account mail coming local redistribution list add address subscribe command example subscribe localmsdosann subscribe msdosann please include signature may confuse server send mail word help body message get complete list commands syntax later change mind wish unsubscribe send email address subscribed send command body message unsubscribe msdosann server mailing lists information files send program files keith keith petersen maintainer msdos archive wsmrsimtel armymil internet uucp uunetumichvelaw sdz bitnet w sdzoakland,comp.sys.ibm.pc.hardware
36,long take smokers lungs clear tar quitting chances getting lung cancer decrease quickly take considerable amount time happen,sci.med
37,curious check many san jose mercury news mentioned tyre heres outcome research condenced versions copyright san jose mercury news bombings two largest cities southern lebanon killed people wounded others car bomb blew tyre killing people wounding man killed five others seriously wounded explosion nabatiye israeli navy patrol boat attacked sank rubber guerrilla boat southern lebanon early today killing two men aboard army command said said communique dvora patrol boat opened fire motorized rubber dinghy north tyre identifying hostile army said one israeli boat injured affiliation slain guerrillas immediately known rival factions guerrilla group led terrorist mastermind abu nidal battled sunday tyre lebanon machine guns rocketpropelled grenades killing least four people wounding police said lebanons mainstream shiite muslim militia said thursday uncovered network tunnels southern lebanese village said pro iranian kidnappers held western hostages officials militia amal led local journalists catacomb like alleys showed two cells iron doors village kawthariyet al siyad near tyre ancient port city miles south beirut officials said certain us marine lt col william r higgins detained shortly seized gunmen road outside tyre february anyway counted articles years reporting also found possible reason numbers inhabitants city defined seems tyre one places people libanon flee extensive bombings theres constant flow refugees entering leaving tyre articles mentioned thousands people entering leaving place counted articles home town kristinestad consider place fishing village cheers kent alink ksand private activities net,talk.religion.misc
38,article gregg jaeger writes deletion certainly central aspect islam show mercy give whove done wrong even presuming rushdie violate islamic law committed crimes basis posts regarding leniency seemed penetrated benedikts skull demanded harsh punishments several crimes repeating offenders slipped justification harsh punishment typically religious doublespeak whenever contradictory statements choose possibility suits current argument disgusting someone ideas would make theodore kkkaldis feel cozy go along protection religion gregg tell us would kill idolaters benedikt,alt.atheism
39,wondering many accelerate iisis mhz mhz beyond done iici ie mhz mhz stephen tseng,comp.sys.mac.hardware
40,living things maintain small electric fields enhance certain chemical reactions promote communication states cell communicate cells nervous system specialized example perhaps uses electric fields change location time large organism special photographic techniques applying external fields kirillian photography interact fields resistances caused fields make interesting pictures perhaps pictures diagonistic disease problems organisms better understood perhaps studying overall electric activity biological systems several hundred years old popular activity perhaps except case tissues like nerves electric senses fishes hard reduce investigation small pieces clearly analyzed hints manipulating electric fields useful therapy speeding healing broken bones understood bioelectricity long association mysticism ideas frankenstein reanimation go back early electrical experiments tissue volta invented battery personally dont care revert supernatural cause explain things dont yet understand,sci.med
41,anyone know configure dos app progman one instance running time id really appreciate help would prefer responses email big deal least email well posting thank james e lee swearby life love itthat never live sake another man ask another man live mine john galt atlas shrugged,comp.os.ms-windows.misc
42,article fred rice writes vinayak dutt writes instead calling interest deposits call returns investements instead calling loans call investing business words floating stocks company interest different return investment one thing return investment greater risk set return ie amount money make go might even lose money difference risk loss shared investor rather practically risk taken borrower borrower borrows bank different stocks wish call investor stocks banker well choice relabeling make interest free relabeling explained relabeling also still interest free investor still taking money dividend investment ofcourse investor islamic banking called bank taking risk usual bank still getting thing back return also heard junk bonds vinayak vinayak dutt email standard disclaimers apply,alt.atheism
43,twixt toes writes im using rayshade uw computers id like input users perhaps swap ideas could post uuencoded gifs ray code anyones interested im trouble coming colors metallic ie brass steel rgb values sorry im rayshade user hey looks like group could use traffic guess metallic isnt color rgb sense rather matter surface reflects light im sure property metallic materials makes recognizable im pretty sure color material look metallic,comp.graphics
44,jerry han writes point matter yes serious problem end world guess something cant communist country nazi germany john edgar hoovers usa complaining rather youre complaining nobody shooting us yet guess people live one countries world person complain without getting shot yet people always complaining somebody wrong somebody wrong whatever sit figure two things done right much worse get youll find pretty damn lucky far lets talk get action going decide whats going lets overreact harm overreacting may largest single threat civil liberties yet lifetime us done pretty heinous things past havent yet recovered certainly seems historical trend towards less liberty occasional perturbations time break quotes american political radicals lyle transarc grant street gulf tower pittsburgh instances abridgement freedom people gradual silent encroachment power violent sudden usurpation james madison,sci.crypt
45,researching support various platforms applications use multibyte characters eg japanese kanji know unix x windows contain support n standard depending level platform support n wide characters exists mac windows windows nt steve chesney metaphase technology inc voice north lexington avenue fax arden hills mn,comp.os.ms-windows.misc
46,ev glorious eve taxation thou wilt shall whole law word sin restriction may concern known exists external visible organization men women found path real selfknowledge travelled burning sands willing give benefit experience act spiritual guides willing guided numberless societies associations orders groups etc founded last thirty years parts civilised world following line occult study yet one ancient organization genuine mystics shows seeker truth royal road discover lost mysteries antiquity unveiling one hermetic truth organization known present time ancient order oriental templars ordo templi orientis otherwise hermetic brotherhood light modern school magic like ancient schools magic derived knowledge east knowledge never possessorssic recorded symbol parable allegory requiring key interpretation key placed within reach apply membership oriental templars oto oto body initiates whose hands concentrated secret knowledge oriental orders existing masonic degrees oto although academia masonica masonic body far craft degrees concerned sense expression usually understood england therefore way conflicts infringes priveleges united lodge england english master masons good standing arrangement affiliation admitted reduced charges members ix degree become partproprietors estates goods order information see publications oto synopsis degrees oto constitution ancient order oriental templars ordo templi orientis frater superior merlin peregrinus x degree past grand master albert karl theodor reuss taken equinox iii edited frater superior rex summus sanctissimus united states caliph ordo templi orientis invoke stars love law love frater nigris dclxvi cccxxxiii,talk.religion.misc
47,article paul thomas mahoney writes newsgroups compwindowsx path linusmitreorglinusagatehowlandrestonansnettornnottbnrgatebnrcoukuknetwarwickqmwdcsqmwdemonxactdemoncoukptm organization xact solutions limited xnewsreader tin pl date tue may gmt lines looking information regarding uimx believe application front end generator tool motif among others whould someone given contact need get hold programmers guide something like paul mahoney xact solutions limited smail shipley lane cooden bexhillonsea east sussex tn sr email phone went xworld convention ny talked people bluestone make uimx sent huge ring binder info demo tape let know need steve chase,comp.windows.x
48,henry spencer writes article fred j mccall writes given ive heard shuttle software rated level level many also keep mind achieved use sophisticated tools rather brute force ignorance attack problem challenger standdown simply threw hundreds people whole process hand think little inaccurate based feynmans account softwaredevelopment process standdown fred basically correct sophisticated tools lot effort painstaking care got one right challenger feynman cited software people exemplary compared engine people also noted software people starting feel management pressure cut corners hadnt give much yet among things software people worked hard get things right major preflight simulations considered failure simulations nearly bad inflight failure result number majorsimulation failures could counted one hand number inflight failures zero fred mentioned elsewhere applies flight software software runs experiments typically mostly put together experimenters gets nowhere near level tender loving care none experimenters could afford work one mans work henry spencer u toronto zoology kipling utzoohenry newssoftware ureply xxreferences henry spencer writes article fred j mccall writes given ive heard shuttle software rated level level many also keep mind achieved use sophisticated tools rather brute force ignorance attack problem challenger standdown simply threw hundreds people whole process hand think little inaccurate based feynmans account softwaredevelopment process standdown fred basically correct sophisticated tools lot effort painstaking care got one right challenger feynman cited software people exemplary compared engine people also noted software people starting feel management pressure cut corners hadnt give much yet fred mentioned elsewhere applies flight software software runs experiments typically mostly put together experimenters gets nowhere near level tender loving care couple points thread using processes since way challenger challenger self uncover flaws mr spencer says large true process dependent sophisticated tools case tools however tools cannot fix bad process also tool support hals shuttle language somewhat limited onboard flight software project rated level nasa team group generates kslocs verified code per year nasa feel free call organization interested info software development process bret wingert fax bret wingert fax,sci.space
49,article gordon banks writes article chuck forsberg wa kgx writes provide reference substantiate gaining back lost weight constitute weight rebound exceeds starting weight oral tradition shared among obesity researchers annals ny acad sci hmmm dont look like references passiveaggressive behavior associated weight rebound purposefully left page numbers encourage reader study volumes mentioned benefit therefrom good story chuck wont wash read ny acad sci one couldnt find reference weight rebound im saying isnt since cited responsibility show index suspect overstepped knowledge base usual gordon banks n jxp skepticism chastity intellect shameful surrender soon page inches bottom inch right least know people havent read remembered chuck forsberg wa kgx tektronixreedomencaf author ymodem zmodem professionalyam zcomm dsz omen technology inc high reliability software v nw sauvie rd portland,sci.med
