,text,label
12,Yankees beat Twins 6-to-5 The New York Yankees beat the Twins 6-to-5 Saturday to advance to the AL Championship. They will play the Boston Red Sox. Ruben Sierra hit a three-run homer in the eighth inning.,Sports
13,"Cavaliers Flatten Zips Wali Lundy runs for three touchdowns for the third straight game and Marques Hagans threw two scoring passes to Heath Miller as Virginia stifled Akron, 51-0, Saturday.",Sports
14,"Irish women roll by Duke Jacqueline Batteast scored 17 points, including 10 during a decisive three-minute run in the second half, to lead No. 11 Notre Dame to a 76-65 victory over No. 6 Duke in the Women's NIT semifinal last night in South Bend, Ind.",Sports
15,"Hokies' victory is sweeter this season MIAMI -- Bryan Randall grabbed a set of Mardi Gras beads and waved them aloft, while his teammates exalted in the prospect of a trip to New Orleans.",Sports
16,She #39;s Archie in doubt for cup Last year #39;s Melbourne Cup runner-up She #39;s Archie is in grave doubt to take her place in this year #39;s field after missing trackwork yesterday morning because of  quot;general soreness quot;.,Sports
17,"Rams Stomp Redskins The St. Louis Rams' offense, led by receiver Torry Holt and rookie running back Steven Jackson, riddled the Redskins from all sides and gained a 28-3 victory on Friday.",Sports
18,"Now, Yanks are on hot seat All the heat and pressure are on them for a change now, and if they lose the next two games and this playoff series to Boston, we may witness two unique phenomena simultaneously: the reversal of an 84-year-old Curse and George Steinbrenner #39;s head ",Sports
19,"Here #39;s looking at you, babe! YOU have read about the alternative Internet browser that is known as Firefox. Here #39;s an easy guide to it. Nothing. Firefox is the collective product of volunteer programmers in what is known as the open-source community.",Sci/Tech
20,"Bentley comes home just ahead of NE-10 crowd The Northeast-10 Conference race is entering the final third of the season, and the four teams atop the standings are separated by just a half-game.",Sports
21,"Abdallah falls in taekwondo final Nia Abdallah #39;s lack of international experience turned out to be her biggest asset in the Olympic taekwondo tournament.  quot;I don #39;t think anybody expected me to do anything here, quot; she said.",Sports
22,"Update 4: EU Head Office Trims 2005 Growth Forecast The European Union #39;s head office issued a bleak economic report Tuesday, warning that the sharp rise in oil prices will  quot;take its toll quot; on economic growth next year while the euro #39;s renewed climb could threaten crucial exports.",Business
23,"US manufacturing activity picks up, construction surges to record &lt;b&gt;...&lt;/b&gt; US manufacturing activity remained strong in September and construction spending surged to a record high in August, according to a pair of reports issued Friday that provided an optimistic look at the sturdiness of the economy.",Business
24,"Tennis Masters - Houston USA Though Tim Henman may be considerably more senior than some of his more illustrious opponents at this weeks Tennis Masters Cup, he isnt quite old enough to recall the Apollo programmes famous moon shots and the sound of Mission Control at Houston ",Sports
25,"Study Finds Accelerating Decline in Corporate Taxes merica #39;s largest and most profitable companies paid less in corporate income taxes in the last three years, even as they increased profits, according to a study released yesterday.",Business
26,"US new home sales, loan supply to fall-Fannie CEO US new home sales and new mortgage supply are expected to fall in 2005, but will still run near historically high levels, said Franklin Raines, chief executive officer at Fannie Mae (FNM.",Business
27,"Mac-to-BlackBerry synchronization app launched In what may someday may be nicknamed the MacBerry, Information Appliance Associates (IAA) announced this week a product called PocketMac BlackBerry, a synchronization application that will give RIM BlackBerry users the ability to do two-way synching of Mac and RIM data.",Sci/Tech
28,Nestle Considering Perrier Sale (AP) AP - Nestle SA said Wednesday it is considering selling French mineral water brand Perrier after a trade union blocked a plan to cut almost 800 jobs.,World
29,"NHL vs. NHLPA Whenever the deal gets done this time, it #39;s going to be done in its entirety. They #39;ll dot the i #39;s and cross the t #39;s and get the lawyers to sign off on each and every last collectively bargained word.",Sports
30,Dollar Rebounds But Tone Is Wary on Jobs  NEW YORK (Reuters) - The dollar rebounded on Monday after  last week's heavy sell-off but analysts were uncertain if the  rally would hold after fresh economic data suggested the  December U.S. jobs report due Friday might not live up to  market expectations.,Business
31,"US Job Cuts Steepest in Eight Months up 45 percent from August -- according to a survey released by the outplacement firm Challenger, Gray and Christmas. Compared with a year ago, job cuts were up 41 percent.",Business
32,"There are pledges and then there are real pledges Like introductory credit card rates and superior customer service, some promises just aren #39;t built to last. And so it is that Bank of America - mere months after its pledge to preserve ",Business
33,"services will make cash flow, says Vodafone Vodafone, the world #39;s largest mobile phone company, believes it can generate an extra 2.5 billion in cash every year by reducing costs and getting customers to spend more on their phones.",Business
34,"US Stocks Up Slightly After Ford Forecast  NEW YORK (Reuters) - U.S. blue chips edged higher on   Friday after Ford Motor Co. &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=F.N target=/stocks/quickinfo/fullquote""&gt;F.N&lt;/A&gt; raised its earnings  forecasts, but wireless technology provider Qualcomm Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=QCOM.O target=/stocks/quickinfo/fullquote""&gt;QCOM.O&lt;/A&gt; held back the Nasdaq after saying an accounting review  may reduce pretax income.  ",Business
35,"Federated #39;s 3Q beats Wall Street Federated Department Store Inc. posted better-than-expected earnings in the third-quarter of 2004 thanks to a sales rebound in Florida, where hurricanes had dampened sales in September.",Business
36,"Spotlight shines on quarterbacks They couldn't be more different. One is the prototype quarterback, seemingly built using the create-a-player function from a video game, standing tall in the pocket and firing laser beams across the field.",Sports
37,Aston Villa charged over Beattie approach Aston Villa have been charged with allegedly making an illegal approach for Southampton striker James Beattie. The Premier League said on Tuesday the charge relates to comments made by Aston ,Sports
38,"Kovalainen surprises at Race of Champions In the off season, it is for most F1 and racing fans, a long time with no racing action. The Race of Champions gives the fans a little breath.",Sports
39,HHG gets out of red zone AMP spin-off HHG plc has produced a pound stg. 46 million (\$A117 million) profit for the six months to June 30 - a massive turnaround from the pound stg.,Business
40,FIA force through rule changes Sao Paulo - Formula One #39;s governing body the FIA confirmed on Friday that they will force through new rules in 2005 and 2006 in a bid to slow cars down in the years ahead.,Sports
41,BBC wants help developing open source video codec &lt;strong&gt;LinuxWorld&lt;/strong&gt; Dirac attack,Sci/Tech
42,"Barack Obama Gets  #36;1.9 Million Book Deal (AP) AP - U.S. Sen.-elect Barack Obama, whose 1995 book jumped onto best seller lists after his keynote address to the Democratic National Convention, has landed a three-book deal worth  #36;1.9 million.",World
43,"IBM plans fewer U.S. layoffs to compensate for offshoring After internal documents revealed plans to send nearly 5,000 jobs to developing countries over two years, IBM became an easy target for critics of outsourcing. Will limiting layoffs take the sting out of moving these jobs abroad?",Sci/Tech
44,"Update 3: CEO: Altria Preparing to Break Up Company Tobacco and food giant Altria Group Inc. is moving ahead with preparations to break itself up into two or three businesses, the company #39;s chairman and CEO said Thursday.",Business
45,"Telstra in \$750m buyback By staff writers and wires. THE nationn #39;s biggest telco, Telstra Corp, is offering shareholders up to \$4.65 per share in a off-market buyback worth \$750 million.",Business
46,"Egypt, Israel Ink Trade Deal with US Israel, Egypt, and the United States signed a trade agreement that a senior US official called the most significant trade pact between Egypt and Israel in the past 20 years.",World
47,T. Rowe Price Has Wind in Its Sails Can the mutual fund firm do well in a bad environment for financial services?,Business
48,"Kenteris, Thanou charged for crash Greek authorities have charged athletes Kostas Kenteris and Katerina Thanou with avoiding a drug test prior to the Athens Olympics and then faking a motorcycle accident.",Sports
49,"What #39;s gone wrong with Tiger #39;s swing - by Vijay ST ANDREWS (Scotland) - Vijay Singh has avoided the  #39;Tiger Slump #39; debate - until now. In fact, the Fijian has come up with a theory about what is wrong with Tiger Woods #39; game: He has not adapted his swing to the changes in his body.",Sports
50,Adobe does document security Electronic document giant Adobe Systems Inc. said that it was partnering with digital certificate company GeoTrust Inc. to provide technology that will allow documents that use Adobe's popular PDF (Portable Document Format) to be digitally certified.,Sci/Tech
51,"News: 'Electronic Jihad' fails to materialise Rumours that the Internet would witness a sustained and devastating cyber-attack by Islamic ""cyber-terrorists"" today have turned out to be completely baseless.\",Sci/Tech
52,NAPSTER FOUNDER REVEALS NEW FILE-SHARING PROJECT NAPSTER creator SHAWN FANNING has revealed his plans for a new licensed file-sharing service with an almost unlimited selection of tracks.,Sci/Tech
53,U.S. Stocks Rebound on Retail Sales  NEW YORK (Reuters) - U.S. stocks rose on Friday as a  bigger-than-expected jump in September retail sales offset the  impact of falling insurance company shares.,Business
54,Briefly: Piracy crackdown yields \$2.2 million roundup Plus: Sun draws Nvidia graphics into Solaris...Tibco scoops up software company...PeopleSoft extends customer assurance.,Sci/Tech
55,EU raps Greece over deficit The European Union last night started legal action against Athens after it was revealed that a systematic under-reporting of Greece #39;s budget deficit should have ruled the country out of joining the single currency.,Business
56,"Orgeron to finalize deal with Rebels Ed Orgeron, Southern California #39;s assistant head coach and defensive line coach, has agreed to become the new coach at Mississippi, USC athletic department sources have told ESPN.",Sports
57,Turn yourself into a diamond: tips from science on a good life &lt;b&gt;...&lt;/b&gt; A thinktank of British scientists has come up with a new way of quickening the national intellect - a brain-taxing spin on the old formula of 100 things to do before you die.,Sci/Tech
58,"Production Up at 3 Japanese Automakers (AP) AP - Production in Japan rose at three of the nation's top five automakers in September from a year ago, but was down at scandal-hit Mitsubishi Motors Corp. as well as at Nissan Motor Co., according to figures released Tuesday.",World
59,Former Merrill Executives Convicted in Enron Scam A jury convicted four former Merrill Lynch (MER:NYSE - news - research) executives and a former Enron employee of conspiracy and fraud in the first criminal trial involving employees of Wall Street and the once-beleaguered company.,Business
60,Network Adds Delay to Nascar Telecasts NBC is adding a 5-second delay to its Nascar telecasts after Dale Earnhardt Jr. used a vulgarity during a postrace interview last weekend.,Sports
61,"iPod Mini gets new challenge from Dell roundup Pocket DJ 5 has bigger drive, smaller price tag. Virgin's got a tiny tunesmith, too.",Sci/Tech
62,"Bush May Mean Near-Term Gain, Later Pain for Blair British Prime Minister Tony Blair may be relieved at Iraq ally George W. Bush #39;s re-election but analysts and politicians say any near-term gain could soon give way to problems ",World
63,"Dell touts in-home services Dell offers to install its PCs, televisions and networks, and provide extra phone support for stopping viruses and spyware.",Sci/Tech
64,"God or science? Ninth-grade biology teachers in Dover, Pa., must include  #39;intelligent design #39; in their instruction. Observers say it is a sign of what #39;s to come.",Sci/Tech
65,Motorola To Develop FOMA Mobile Phone Handset for DoCoMo DoCoMo previously procured FOMA handsets only from domestic manufacturers. The two companies -- Motorola and DoCoMo -- said they aim to market the new handset from next spring targeting business users.,Sci/Tech
66,"Sharing wealth was golden idea Kindergarten must have been good to LeBron James. With sharing at the top of that year's lesson plan, James might have collected a lot of gold stars for his behavior.",Sports
67,"In the long run, humans prevail To err may be human, but so, too, may be the ability to run. Specifically, the ability to run long distances across the African savannah may have given human ancestors an evolutionary advantage ",Sci/Tech
68,The Health Care Clash Moves to the Next Aisle Supermarkets face a new showdown as labor unions determined to keep health benefits spar with management trying to compete with Wal-Mart.,Business
69,"Nokia pulls out, Sony Ericsson goes in STRANGE. THE DAY after Sony Ericsson announces it has done a deal with the Financial Times (FT) to offer content via its portal, Nokia says it is reigning back its own portal, Club Nokia.",Sci/Tech
70,"Boras holds the line on Varitek and Lowe As much as the Red Sox want to prevent Jason Varitek from playing elsewhere next year, they had their last best chance this season to work out a deal with him in spring training. They have not negotiated with Varitek, a potential free agent, since then and will not have their next opportunity to reach an agreement ...",Sports
71,Parks Canada relieved union dropped plan for general strike (Canadian Press) Canadian Press - EDMONTON (CP) - Parks Canada managers are breathing a sigh of relief after threats by unionized employees to pull all workers off the job during the busy long weekend failed to materialize.,World
72,Russian beer advertisements canned Putin signs law restricting airtime and content in effort to curb his country #39;s alcohol intake. MOSCOW (Reuters) - A sweeping ban on beer advertising in Russia became law Tuesday in a move to curb the country #39;s ,Business
73,"Court Documents Not Fit for Web? States are rethinking their policy of publishing all court documents -- divorces, medical histories, arrests -- on the web. On one hand is the citizens' right to know how their government operates. On the other is their right to privacy. By Jacob Ogles.",Sci/Tech
74,"President sees lead shrink on U of I Electronic Markets Iowa City, Ia. - President Bush #39;s lead in the University of Iowa-run Iowa Electronic Markets has shrunk in the past week with Democratic challenger Sen. John Kerry making a comeback among online investors, according to markets data on Friday.",Business
75,"More PE Time May Fight Child Obesity Just an extra hour of exercise a week could significantly cut obesity among young overweight girls, according to a study that researchers say could lead to major changes in the way schools fight obesity.    The study - the largest look yet at obesity among young children - did not show the same results for boys, possibly because they generally get more exercise than girls...",World
76,"O #39;Keefe to meet on Thursday with LSU chancellor search committee The head of the nation #39;s space program will interview for the job as chancellor of LSU this week. NASA Administrator Sean O #39;Keefe, who has ties to Louisiana, has been recruited by LSU officials ",Sci/Tech
77,Video game giants roll out products Nintendo Co. and Sony Corp. made separate product announcements Tuesday that the video game giants hope will attract more customers ahead of the highly competitive holiday shopping season.,Business
78,"Novartis: FDA OKs Expanded Zelnorm Use Swiss drug maker Novartis Pharma AG said Monday that the Food and Drug Administration approved another use for the company #39;s Zelnorm irritable bowel drug, clearing Novartis to market the medicine as a treatment for chronic constipation in male and female ",Sci/Tech
79,"A cure for shortage? It #39;s too late for this year #39;s flu season, but a Canadian drug company yesterday said it has agreed to provide influenza vaccines to Henry Schein Inc.",Business
