,text,label
11,"8 Terror Suspects Appear in British Court LONDON - Eight suspects, including a man identified by the United States as a senior al-Qaida figure, appeared in a London court under heavy guard Wednesday as police investigated their alleged plot to commit murder and to cause mayhem with chemical, biological or radioactive materials.    A prosecutor also said police were searching about 100 computers and thousands of files, suggesting a protracted investigation that could produce more charges against the suspects, who were seized in raids across England two weeks ago...",World
12,England profit from waiting game Michael Vaughan and his fellow batsmen can take great credit for transforming England #39;s one-day side from no-hopers into potential Champions #39; Trophy winners.,Sports
13,"Kovalainen surprises at Race of Champions In the off season, it is for most F1 and racing fans, a long time with no racing action. The Race of Champions gives the fans a little breath.",Sports
14,Boston Scientific to Offer Senior Notes Medical device maker Boston Scientific Corp. on Monday said it is launching a public offering of two series of its senior notes to repay commercial paper borrowings and for general corporate purposes.,Business
15,"Andre gone with the wind He was finally out of the wicked wind tunnel known as Arthur Ashe Stadium, out of the gale that combined with Roger Federer to blow him from the quarterfinals of the US Open.",Sports
16,"Arafat #39;s succession turns into power struggle ISN SECURITY WATCH (15/11/04) - The new head of the Palestinian Liberation Organization (PLO), Mahmoud Abbas, escaped unharmed Sunday when militants burst into a mourning tent for the late Yasser Arafat firing assault rifles, killing two security guards ",World
17,Finland escapes with quarter-final win CBC SPORTS ONLINE - Mikko Eloranta #39;s goal late in the third period helped Finland prevent an embarrassing quarter-final loss to Germany in World Cup play in Helsinki on Monday.,Sports
18,"Pandolfo gives Rockets a lift When a tournament winds down to the final rounds, the teams with the best players usually hold the advantage. Fortunately for Reading, it had the best field hockey player in the game last night.",Sports
19,"Ganguly pays price for slow play CALCUTTA, India -- India captain Sourav Ganguly has been banned for two Tests for his team #39;s slow over-rate in Saturday #39;s defeat against Pakistan, match-referee Clive Lloyd said on Sunday.",Sports
20,"No Urban renewal for fading Notre Dame NEW YORK - When Notre Dame fired Tyrone Willingham earlier this week, there was a strong feeling among certain influential Board of Trustees members that the university had to move immediately or risk losing coveted Utah coach Urban Meyer to another school ",Sports
21,"Colombian Military Kills Militia Leader A former U.S.-trained Colombian army officer who later joined an outlawed paramilitary group was killed in a clash with army troops Tuesday, the army said.",World
22,"Putin fires North Ossetia interior minister, regional FSB head (AFP) AFP - President Vladimir Putin sacked the interior minister of North Ossetia and the regional head of the FSB security service, one week after the massacre at a school in the republic, the Kremlin press service said.",World
23,Saints behaviour unacceptable: Barnwell Southampton have been told it was  quot;unacceptable quot; they parted company with manager Paul Sturrock after just two games into the Barclays Premiership season.,Sports
24,"Copter crash kills cleric ATHENS -- The Christian Orthodox Patriarch of Alexandria was killed yesterday after an army helicopter transporting him and his entourage to a monastic enclave in northern Greece crashed into the sea, according to government and church officials.",World
25,"What can \$2-million do for your office? Michael Ovitz, who had a brief but extremely lucrative career as president of Walt Disney Co. in the mid 1990s, might emerge as the latest embodiment of corporate spending run amok.",Business
26,"Rebels return to 'cleared' areas In Fallujah, US forces are going through 50,000 houses one by one. But insurgents are coming back.",World
27,FIA force through rule changes Sao Paulo - Formula One #39;s governing body the FIA confirmed on Friday that they will force through new rules in 2005 and 2006 in a bid to slow cars down in the years ahead.,Sports
28,MOFA says cross-strait issue misinterpreted Minister of Foreign Affairs Mark Chen () yesterday blamed the uneven levels of democratization in Singapore and Taiwan for Prime Minister Lee Hsien Loong #39;s () refusal on Sunday to support Taiwan if it provoked cross-strait conflict over ,World
29,"Curacao Rallies to Beat Taiwan 9-8 in LLWS (AP) AP - Down four runs with only three outs left, Curacao manager Vernon Isabella thought his team's run for a championship was over. That was until Jonathan Schoop led an unlikely rally.",Sports
30,"Sun God Gets Burned (The Motley Fool) The Motley Fool - In Greek mythology, Apollo was the god of the sun. But yesterday, for-profit educator Apollo Group (Nasdaq: APOL - News) more resembled another figure from Greek lore -- Icarus, the young lad who made wings of wax and feathers, flew too close to the sun, and plunged to his death when the wax melted.",Sci/Tech
31,"America's Largest Private Companies (Forbes.com) Forbes.com - Editors: Shlomo Reifman and Samantha N. Wong\Researchers: Joshua Brandt, Fei Mei Chan, \Andrew T. Gillies, Soo Jeong, Edward Knudsen, \Artie Kwok, John Ray and Jody Yen\Programmer: Carl Subick",Business
32,"Greece proved to be ideal host ATHENS - No question where to watch the sun set on these Olympics. It was here, on the white marble slab benches of Panathinaiko Stadium, just as the bobbing gaggle of rail-thin runners made their way from Marathon.",Sports
33,"Eight Terror Suspects Face British Charges LONDON - Two of the suspects allegedly had surveillance plans of the Prudential Building in Newark, N.J., mentioned in the Aug. 1 U.S...",World
34,"Cendant to Buy Orbitz for  #36;1.25 Billion (Reuters) Reuters - Travel and real estate heavyweight\Cendant Corp.  said on Wednesday it will buy travel Web\site Orbitz Inc.  for about  #36;1.25 billion, making it\the No. 2 online travel agency.",Business
35,The China Post President Chen Shui bian said yesterday he does not expect China to ease its military threat against the island after Chinese President Hu Jintao took over as the country #39;s top military chief.,World
36,"China wants Canada to hand over North Koreans who stormed embassy (Canadian Press) Canadian Press - BEIJING (CP) - China urged the Canadian Embassy on Thursday to hand over 44 possible North Korean asylum-seekers, while officials said nine North Koreans who entered a U.S. school in Shanghai had been handed over to Chinese police.",World
37,Dollar Rebounds But Tone Is Wary on Jobs  NEW YORK (Reuters) - The dollar rebounded on Monday after  last week's heavy sell-off but analysts were uncertain if the  rally would hold after fresh economic data suggested the  December U.S. jobs report due Friday might not live up to  market expectations.,Business
38,"Ed Hardin: Bowl situation not so Peachy CHAPEL HILL -- They came down from the hills Saturday, down from the hot springs and natural bridges of Virginia, deep into the heart of ACC darkness.",Sports
39,"ATI Q4 sales, income rocket ATI saw its income almost triple during its most recently completed fiscal quarter, Q4 2004, the company said yesterday after announcing record results.",Business
40,"Toshiba Boosts Hard Drive Capacity New perpendicular recording technology could lead to thinner, lighter, 80GB IPods.",Sci/Tech
41,"Bush May Mean Near-Term Gain, Later Pain for Blair British Prime Minister Tony Blair may be relieved at Iraq ally George W. Bush #39;s re-election but analysts and politicians say any near-term gain could soon give way to problems ",World
42,Bill Overhauling Intelligence Faces Uncertain Fate in Senate The Senate opened a floor debate today and moved toward a final vote on a bill endorsed by 9/11 commission leaders.,World
43,"Dollar hits new low on Snow speech The United States supports a  quot;strong dollar, quot; Treasury Secretary John Snow said, while suggesting the Bush administration will not act to boost its value. His comments sent the currency plunging to a record low against the euro.",Business
44,Bush Signs Law Expanding Rights of North Koreans to US Asylum US President George W. Bush signed legislation expanding the rights of North Korean citizens to seek refugee status in the US and authorizing \$24 million a year in humanitarian relief through 2008.,World
45,"iTunes now accepting Paypal payment Today, both Apple and Paypal have announced that the iTunes music store in the US will now accept Paypal purchases for anything on iTunes.",Sci/Tech
46,Merck sets up Vioxx review committee BOSTON (CBS.MW) -- Merck  amp; Co. said late Tuesday that it is establishing a committee to review its handling of the controversial withdrawal of its popular painkiller Vioxx from the market.,Business
47,"Germany wins bronze ATHENS, Greece - Womens World Cup champion Germany settled for bronze at the Olympics, beating Sweden 1-0 Thursday on Renate Lingors goal and a spectacular game from goalkeeper Silke Rottenberg in her 100th international appearance.",Sports
48,"IAEA chief hopes Iran suspend enrichment process The International Atomic Energy Agency (IAEA) head, Mohammad ElBaradei, on Monday expressed his hope that suspension of uranium enrichment will be included in the preliminary Iran-EU agreement.",World
49,"Russian Government Approves Kyoto, Sends to Parliament (Reuters) Reuters - Russia's government approved the Kyoto\Protocol on Thursday and sent the climate change pact to the\State Duma, the lower house of parliament, for ratification.",World
50,"Disney, NFL look bad after racy MNF intro Prepared statements were flying like tickertape Tuesday, in the wake of ABC #39;s racy introductory skit on Monday Night Football.",Sports
51,"Communism, capitalism forge throngs in Bucharest BUCHAREST, Romania -- No parking spaces. Crippling traffic jams. Sky-high rents. Is this London, Rome, or Athens? No, it's Bucharest, where communism and capitalism have conspired to make it Europe's most crowded capital.",World
52,"Will Microsoft Lose The Browser Wars? Will Microsoft Lose The Browser Wars?\\Until recently, software giant, Microsoft's Internet Explorer Web browser enjoyed a relatively unchallenged position as the most popular Web browser in the world.\\Despite lawsuits and charges of unfair competition from the likes of Netscape and others, Microsoft dominates browser software with over 90 market share.\\Microsoft's ...",Sci/Tech
53,"Conn. Man Charged with Selling Secret Windows Code  NEW YORK (Reuters) - A Connecticut man was arrested on  Tuesday on charges that he illegally sold a secret source code  used for Microsoft Corp.'s Windows NT 4.0 and Windows 2000  programs, federal prosecutors said.",Sci/Tech
54,"Microsoft tweaks volume-licensing program Among other changes, the software giant has established a Web site designed to make it easier to understand what the program's rules are.",Sci/Tech
55,"NTT DoCoMo, mmO2 to  #39;partner #39; on UK i-mode British mobile phone network O2 will launch an i-mode service next year after licensing the technology from Japanese telco NTT DoCoMo, newspaper reports have claimed.",Sci/Tech
56,"Online Search Universe Is Expanding To get an idea of how hot Web search is, go talk to Raul Valdes-Perez, a Carnegie Mellon University professor who is leading a search technology start-up called Vivisimo Inc.",Business
57,"Supercomputers Help With Hurricane Forecasting Thousands of miles from the rain and wind of Hurricane Ivan, a model of the storm swirls in the memory and processors of a supercomputer that can predict its likely course and strength.",Sci/Tech
58,"Wall Street Faces 2 Elections, Not Just 1 (Reuters) Reuters - The waiting game for the U.S.\presidential election ends two weeks from Tuesday -- but then\investors can turn over the timer and start again.",Business
59,"MP3 Creator Warns Tech Impasse Dooming Downloads  BERLIN (Reuters) - Rival technologies that baffle consumers  will run more companies out of business in the nascent music  download market than will head-to-head competition, one of the  lead creators of MP3 playback technology warned on Wednesday.",Sci/Tech
60,"Jury rules 9/11 was two attacks Attaching victory to a string of defeats, a jury yesterday agreed with World Trade Center developer Larry Silverstein #39;s claim that the planes that struck the Twin Towers represented two separate, insurable events.",Business
61,"Former star Murphy testifies in sex assault trial HOUSTON - Taking the stand in his own defense, Hall of Fame basketball player Calvin Murphy denied allegations that he sexually abused five of his 10 daughters.",Sports
62,Software Seeks Online Bargains Consumers in the United States are already spending record amounts of money online. One e-commerce company has a novel way to help Net shoppers hunt for bargains this holiday season.,Business
63,Shareholders Love a Little Hostility There's yet another hostile takeover in the tech sector's works.,Business
64,"Some won, some lost, but Greece triumphed over all ATHENS - We owe them an apology, oh yes we do. The Greeks pulled off the Olympic Games after we said they did not have a prayer, and now there #39;s but one way to make it right: The Summer Games belong here ",Sports
65,Decline hits North American birds The National Audubon Society #39;s State of the Birds report draws on data collected between 1966 and 2003 for 654 American bird species.,Sci/Tech
66,"Arctic Thaw NOT ONLY HAS it moved beyond the realm of science fiction, but the Arctic ice cap #39;s melting has been much faster than anyone has suspected.",Sci/Tech
67,Sigourney Weaver books flight with Virgin Galactica &lt;em&gt;Alien&lt;/em&gt; star turns space tourist,Sci/Tech
68,"Q amp;A Dr. Jeffrey M. Drazen on drug trial results The editors of 11 top medical journals shook up the staid world of academic publishing this past week when they decided to stop printing results of drug trials that aren't registered in a central database. Globe biotechnology reporter Jeffrey Krasner spoke with Dr. Jeffrey M. Drazen , editor-in-chief of the New England Journal of Medicine, about how the policy should ...",Business
69,"IBM to Expand Data Centers Across World  SAN FRANCISCO (Reuters) - IBM is expanding and adding new  technology to 11 of its data centers in North America, Europe  and Asia to meet growing demand and rolled out new services to  customers, the world's largest computer company said late on  Thursday.",Business
70,Asian telecom firms come together Seven Asian telecommunications firms are coming together to invest between \$30m and \$40m (16.3m and 22m) in new mobile phone services and technology.,Business
71,"European Union to lift sanctions against United States BRUSSELS (Belgium): The European Union will lift sanctions against the United States now that US President George W. Bush has signed a law reforming corporate tax breaks deemed illegal by the World Trade Organisation, the EU executive commission said ",Business
72,"Zhang Readies Another Martial-Arts Saga TORONTO - A few years back, Zhang Yimou was a bit miffed that fellow filmmaker Ang Lee was faster on the draw in elevating the martial-arts epic to serious cinema. But now that Lee's ""Crouching Tiger, Hidden Dragon"" has broken the genre into the mainstream among Western audiences, Zhang is happy to follow his lead...",World
73,Free-Speech for Online Gambling Ads Sought The operator of a gambling news site on the Internet has asked a federal judge to declare that advertisements in U.S. media for foreign online casinos and sports betting outlets are protected by free-speech rights.,Sci/Tech
74,"No go for Mitsubishi Fuso buses because of faulty seats TOKYO - Japan #39;s Transport Ministry has urged bus operators across the country to idle all buses made by scandal-hit Mitsubishi Fuso Truck and Bus Corporation, after passengers were injured by faulty seats that suddenly broke away from the floor.",Business
75,"Nigerian Unions Launch Strike But Oil Exports Flow Unions began a four-day strike against rising fuel prices in Nigeria on Monday, helping drive world oil prices to record highs even though shipments from Africa #39;s top producer were unaffected.",World
76,"Court Documents Not Fit for Web? States are rethinking their policy of publishing all court documents -- divorces, medical histories, arrests -- on the web. On one hand is the citizens' right to know how their government operates. On the other is their right to privacy. By Jacob Ogles.",Sci/Tech
77,"Officials Blame Contractors in Tunnel Leak The tunnel containing this city #39;s sunken highway - the crown jewel of the Big Dig, Boston #39;s mammoth \$14.6 billion highway project - is leaking because of improper construction ",Business
78,Yukos files for bankruptcy protection in Bush #39;s backyard Russian oil giant Yukos yesterday increased the stakes in its battle with the Kremlin when it filed for bankruptcy in the United States in an unusual move possibly intended to pitch Washington against Moscow.,Business
79,"Science sidelined ONCE AGAIN a Bush administration scientific report blames emissions of carbon dioxide and other greenhouse gases for global warming, and once again the reaction of the Bush White House is to say the evidence does not warrant action.",Sci/Tech
